Peèeno;Peèeno
S roštilja;Na žaru
Prženo;Ocvrto
Sotirano;Soritano
Tostirano;Popeèeno
Pareno;Dušeno
Sjeckano;Sesekljano
Meso je sirovo;Meso je surovo
Volim slabije peèeno;Všeè mi je manj zapeèeno
Volim srednje peèeno;Všeè mi je srednje zapeèeno
Dobro peèeno;Dobro zapeèeno
Treba još soli;Potrebuje veè soli
Je li riba svježa?;Je riba sveža?

Kako je ovo pripremljeno?;Kako je to pripravljeno?
