Garaža;Garaža
Dvorište;Dvorišèe
Poštanski sanduèiæ;Poštni nabiralnik
Vrata;Vrata
Pod;Tla
Tepih;Preproga
Strop;Strop
Prozor;Okno
Prekidaè za svjetlo;Stikalo za luè
Elektrièna utiènica;Elektrièna vtiènica
Grijalica;Grelec
Klima ureðaj;Klima

Šupa;Lopa
