Èaj;Èaj
Gazirano piæe;Sodavica
Voda;Voda
Limunada;Limonada
Sok;Sok
Sok od naranèe;Pomaranèni sok
Želio bih èašu vode molim;Rad bi kozarec vode; prosim
S ledom;Z ledom

Kava;Kava
