ækoljka;ækoljka
Morski konjic;Morski konj
Kit;Kit
Rak;Rak
Dupin;Delfin
Tuljan;Tjulenj
Morska zvijezda;Morska zvezda
Riba;Riba
Morski pas;Morski pes
Piranja;Piranha
Meduza;Meduza
ækamp;Morski rakec
Zlatna ribica;Zlata ribica
Mor§;Mro§
Hobotnica;Hobotnica
;
