Tržnica;Tržnica
Zlatar;Zlatar
Pekarnica;Pekarna
Knjižara;Knjigarna
Ljekarna;Lekarna
Restoran;Restavracija
Kino;Kino
Bar;Bar
Banka;Banka
Bolnica;Bolnišnica
Crkva;Cerkev
Hram;Tempelj
Trgovaèki centar;Nakupovalni center
robna kuæa;Veleblagovnica
Mesnica;Mesnica

Trgovina;Trgovina
