Voda;Voda
Bazen;Bazen
Spasilac;Reçevalec
Daska za plivanje;Deska za plavanje
Ima li spasioca?;Je tam reçevalec?
Je li voda hladna?;Je voda mrzla?
Kupa†i kostim;Kopalke
SunŸane naoŸale;SonŸna oŸala
RuŸnici;BrisaŸe
Krema za sunŸanje;Krema za sonŸenje
;
