Dnevna soba;Dnevna soba
Spavaæa soba;Spalnica
Blagovaonica;Jedilnica
Kuhinja;Kuhinja
Kupaonica;Stranišèe
Hodnik;Hodnik
Praonica rublja;Pralnica
Potkrovlje;Podstrešje
Podrum;Klet
Ormar;Omara
Balkon;Balkon

Soba;Soba
