Na plaßi;Na plaßi
Val;Morski val
Pijesak;Pesek
Zalazak sunca;Sonüni zahod
Plima;Plima
Oseka;Oseka
Prijenosni hladnjak;Hladilna skrinja
Kantica;Vedro
Lopatica;Lopata
Daska za surfanje;Deska za deskanje
Lopta;¶oga
Lopta za plaßu;¶oga za na plaßo
Torba za plaßu;Torba za plaßo
Suncobran;Senünik
Stolica za plaßu;Stol za na plaßo
;
