Sladoled;Sladoled
Maslac;Maslo
Sir;Sir
Posni sir;Skuta
Vrhnje;Smetana
Kiselo vrhnje;Kisla smetana
Jogurt;Jogurt
Jaja;Jajca
Vrhnje za šlag;Stepena smetana

Mlijeko;Mleko
