Mapa;Mapa
Alatna traka;Orodna vrstica
Natrag;Nazaj
Preuzimanje;Prenos
Poslati;Naložiti
Pokrenuti (izvršiti);Izvesti
Kliknuti;Klikniti
Vuæi;Povleèi
Ispustiti;Spusti
Spremiti;Shrani
Ažurirati;Posodobiti

Izabrati;Izbrati
