Nož;Nož
Viljuška;Vilice
Èaša;Kozarec
Tanjur;Krožnik
Tanjuriæ;Krožnièek
Šalica;Skodelica
Zdjela;Skleda
Ubrus;Prtièek
Podmetaè;Pogrinjek
Vrè;Vrè
Stolnjak;Prt
Soljenka;Solnica
Paprenka;Poprnica
Zdjelica sa šeæerom;Posoda za sladkor
Postavi stol;Pogrniti mizo

Žlica;Žlica
