Požar;Požar
Izaðite odavde;Stran
Pomoæ;Na pomoè
Pomozite mi;Pomagajte mi
Policija;Policija
Trebam policiju;Potrebujem policijo
Pazite;Pazi
Gledajte;Glej
Slušajte;Poslušaj
Požurite;Hitro
Stanite;Stoj
Spor;Poèasi
Brz;Hitro
Izgubio sam se;Izgubil sem se
Zabrinut sam;Skrbi me
Ne mogu naæi tatu;Ne najdem oèeta

Hitno je;Nujni primer je
