Bluza;Bluza
Haljina;Obleka
Kratke hlaèe;Kratke hlaèe
Hlaèe;Hlaèe
Suknja;Krilo
Košulja;Srajca
Majica;Majica
Torbica;Torbica
Kombinezon;Hlaèe z naramnicami
Traperice;Kavbojke
Odijelo;Obleka
Tajice;Pajkice
Remen;Pas
Kravata;Kravata

Odjeæa;Oblaèila
