Hamburger;Hamburger
Odrezak;Zrezek
Sendviè;Sendviè
Pomfrit;Ocvrt krompirèek
Špageti;Špageti
Okruglice;Cmoki
Pizza;Pica
Gladan sam;Laèen sem
Malo više;Malo veè
Više;Veè
Porcija;Porcija
Malo;Malo
Previše;Preveè

Hot dog;Hot dog
