Teletina;Teletina
Šunka;Šunka
Piletina;Pišèanec
Puretina;Puran
Patka;Raca
Slanina;Slanina
Svinjetina;Svinjina
Filet mignon;Filet mignon
Kobasica;Klobasa
Janjeæi kotlet;Jagnjeèja zarebrnica
Svinjski kotlet;Svinjski kotlet
Meso;Meso

Govedina;Govedina
