Cesta;Cesta
Avenija;Avenija
Žlijeb;Žleb
Raskrižje;Križišèe
Prometni znak;Prometni znak
Ugao;Vogal
Ulièna rasvjeta;Cestna svetilka
Semafor;Semafor
Pješaèki;Pešec
Pješaèki prijelaz;Prehod za pešce
Ploènik;Ploènik
Parkirni automat;Parkirna ura
Promet;Promet

Ulica;Ulica
