Ogledalo;Ogledalo
Umivaonik;Pomivalno korito
Kada;Kopalna kad
Tuš kada;Tuš
Zavjese za tuš kadu;Zavesa za tuš
Slavina;Pipa
Toaletni papir;Toaletni papir
Ruènik;Brisaèa
Vaga;Tehtnica
Sušilo za kosu;Sušilnik za lase

Školjka;Stranišèe
