Matematika;Matematika
Znanost;Znanost
Povijest;Zgodovina
¬itanje;Branje
Pisanje;Pisanje
Glazbeni;Glasba
Strani jezik;Tuji jezik
Geografija;Geografija
Umjetnost;Umetnost
Biologija;Biologija
Fizika;Fizika
;
